NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
ASF1A	1	ENSMUSG00000019857	
ASF1B	1	ENSMUSG00000005470	
RD3	1	ENSMUSG00000049353	
C4orf51	1	ENSMUSG00000031682	
POM121	1	ENSMUSG00000053293	
NOLC1	1	ENSMUSG00000015176	
FAM149A	1	ENSMUSG00000070044	
RIC8A	1	ENSMUSG00000025485	
PPP3R1	1	ENSMUSG00000033953	
PPP3R2	1	ENSMUSG00000028310	
RIC8B	1	ENSMUSG00000035620	
TERT	1	ENSMUSG00000021611	
CHST11	1	ENSMUSG00000034612	
GALR2	1	ENSMUSG00000020793	
CHST12	1	ENSMUSG00000036599	
GALR1	1	ENSMUSG00000024553	
CHST10	1	ENSMUSG00000026080	
CHST15	1	ENSMUSG00000030930	
CHST13	1	ENSMUSG00000056643	
HBQ1	1	ENSMUSG00000073063	
CHST14	1	ENSMUSG00000074916	
SERF2	1	ENSMUSG00000074884	
C4orf54	1	ENSMUSG00000090066	
BRAP	1	ENSMUSG00000029458	
RDX	1	ENSMUSG00000032050	
TYSND1	1	ENSMUSG00000020087	
UPF3B	1	ENSMUSG00000036572	
BRAF	1	ENSMUSG00000002413	
UPF3A	1	ENSMUSG00000038398	
IRS3P	1	ENSMUSG00000047182	
REL	1	ENSMUSG00000020275	
HBP1	1	ENSMUSG00000002996	
REN	1	ENSMUSG00000070645	
RET	1	ENSMUSG00000030110	
MYOM1	1	ENSMUSG00000024049	
TCF25	1	ENSMUSG00000001472	
KRTAP26-1	1	ENSMUSG00000071471	
TCF23	1	ENSMUSG00000006642	
TCF21	1	ENSMUSG00000045680	
PRSS27	1	ENSMUSG00000050762	
TCF20	2	ENSMUSG00000071262:ENSMUSG00000041852	
PRSS22	1	ENSMUSG00000045027	
PRSS23	1	ENSMUSG00000039405	
PRSS21	1	ENSMUSG00000024116	
MYOM3	1	ENSMUSG00000037139	
MRC2	1	ENSMUSG00000020695	
C11orf98	1	ENSMUSG00000071653	
C11orf97	1	ENSMUSG00000031927	
DSTYK	1	ENSMUSG00000042046	
C11orf96	1	ENSMUSG00000087006	
C11orf94	1	ENSMUSG00000044916	
RFK	1	ENSMUSG00000024712	
NUF2	1	ENSMUSG00000026683	
MRC1	1	ENSMUSG00000026712	
ANXA6	1	ENSMUSG00000018340	
ANXA7	1	ENSMUSG00000021814	
ANXA9	1	ENSMUSG00000015702	
XXYLT1	1	ENSMUSG00000047434	
BRD3	1	ENSMUSG00000026918	
TCF19	1	ENSMUSG00000050410	
BRD2	1	ENSMUSG00000024335	
BRD1	1	ENSMUSG00000022387	
NUDC	1	ENSMUSG00000028851	
ANXA1	1	ENSMUSG00000024659	
ANXA2	1	ENSMUSG00000032231	
TCF15	1	ENSMUSG00000068079	
IFNGR1	1	ENSMUSG00000020009	
ANXA3	1	ENSMUSG00000029484	
IFNGR2	1	ENSMUSG00000022965	
TESC	2	ENSMUSG00000055826:ENSMUSG00000029359	
ANXA4	1	ENSMUSG00000029994	
ANXA5	1	ENSMUSG00000027712	
TCF12	1	ENSMUSG00000032228	
TET2	1	ENSMUSG00000040943	
PRSS16	1	ENSMUSG00000006179	
TET1	1	ENSMUSG00000047146	
PRSS12	1	ENSMUSG00000027978	
C11orf87	1	ENSMUSG00000078307	
C11orf86	1	ENSMUSG00000042041	
MRAS	1	ENSMUSG00000032470	
TET3	1	ENSMUSG00000034832	
C11orf80	1	ENSMUSG00000071691	
RGN	1	ENSMUSG00000023070	
HCLS1	1	ENSMUSG00000022831	
SF3B4	1	ENSMUSG00000068856	
SF3B5	1	ENSMUSG00000078348	
SF3B2	1	ENSMUSG00000024853	
CCL11	1	ENSMUSG00000020676	
SF3B3	1	ENSMUSG00000033732	
SF3B6	1	ENSMUSG00000037361	
PRSS48	1	ENSMUSG00000049013	
AOAH	1	ENSMUSG00000021322	
SBSN	1	ENSMUSG00000046056	
C11orf68	1	ENSMUSG00000047423	
RHD	1	ENSMUSG00000028825	
PRSS50	1	ENSMUSG00000048752	
C11orf71	1	ENSMUSG00000042293	
RHO	1	ENSMUSG00000030324	
SC5D	1	ENSMUSG00000032018	
BRD9	1	ENSMUSG00000057649	
BRD8	1	ENSMUSG00000003778	
BRD7	1	ENSMUSG00000031660	
SF3B1	1	ENSMUSG00000025982	
CCL17	1	ENSMUSG00000031780	
CCL15	1	ENSMUSG00000019122	
BRD4	1	ENSMUSG00000024002	
AOC3	1	ENSMUSG00000019326	
CCL25	1	ENSMUSG00000023235	
SF3A3	1	ENSMUSG00000028902	
CCL24	1	ENSMUSG00000004814	
SF3A1	1	ENSMUSG00000002129	
CCL23	1	ENSMUSG00000018927	
AOC1	1	ENSMUSG00000029811	
SF3A2	1	ENSMUSG00000020211	
BRF2	1	ENSMUSG00000031487	
CCL22	1	ENSMUSG00000031779	
AOC2	1	ENSMUSG00000078651	
BRF1	1	ENSMUSG00000011158	
CCL20	1	ENSMUSG00000026166	
PRSS38	1	ENSMUSG00000049291	
PRSS36	1	ENSMUSG00000070371	
C11orf58	1	ENSMUSG00000030663	
PRSS33	1	ENSMUSG00000049620	
C11orf65	1	ENSMUSG00000005131	
AGBL5	1	ENSMUSG00000029165	
PRSS41	1	ENSMUSG00000024114	
MORN1	1	ENSMUSG00000029049	
MORN4	1	ENSMUSG00000049670	
MORN5	1	ENSMUSG00000026894	
AGBL3	1	ENSMUSG00000038836	
MORN2	1	ENSMUSG00000045257	
MORN3	1	ENSMUSG00000029477	
AGBL2	1	ENSMUSG00000040812	
HYLS1	1	ENSMUSG00000050555	
CCL28	1	ENSMUSG00000074715	
CCL27	2	ENSMUSG00000073877:ENSMUSG00000073888	
BRDT	1	ENSMUSG00000029279	
PUS10	1	ENSMUSG00000020280	
ITGA2B	1	ENSMUSG00000034664	
STKLD1	1	ENSMUSG00000049897	
C11orf54	1	ENSMUSG00000031938	
ABHD12	1	ENSMUSG00000032046	
ABHD13	1	ENSMUSG00000040396	
C11orf52	1	ENSMUSG00000032062	
ABHD10	1	ENSMUSG00000033157	
ABHD11	1	ENSMUSG00000040532	
KRTAP3-2	1	ENSMUSG00000069722	
KRTAP3-1	1	ENSMUSG00000047564	
NKX6-3	1	ENSMUSG00000063672	
MREG	1	ENSMUSG00000039395	
NKX6-2	1	ENSMUSG00000041309	
TEX2	1	ENSMUSG00000040548	
CTDNEP1	1	ENSMUSG00000018559	
CACNB1	1	ENSMUSG00000020882	
CACNB2	1	ENSMUSG00000057914	
C11orf42	1	ENSMUSG00000078611	
CACNB3	1	ENSMUSG00000003352	
CACNB4	1	ENSMUSG00000017412	
CUL9	1	ENSMUSG00000040327	
CUL7	1	ENSMUSG00000038545	
CUL5	1	ENSMUSG00000032030	
BRI3	1	ENSMUSG00000047843	
CUL3	1	ENSMUSG00000004364	
HVCN1	1	ENSMUSG00000064267	
CUL2	1	ENSMUSG00000024231	
CUL1	1	ENSMUSG00000029686	
MRI1	1	ENSMUSG00000004996	
KLC1	1	ENSMUSG00000021288	
C11orf24	1	ENSMUSG00000035372	
RLF	1	ENSMUSG00000049878	
RAD51AP1	1	ENSMUSG00000030346	
KLC4	1	ENSMUSG00000003546	
KLC3	1	ENSMUSG00000040714	
KLC2	1	ENSMUSG00000024862	
BTBD1	1	ENSMUSG00000025103	
NACC2	1	ENSMUSG00000026932	
BTBD3	1	ENSMUSG00000062098	
NACC1	1	ENSMUSG00000001910	
BTBD2	1	ENSMUSG00000003344	
SAFB2	1	ENSMUSG00000042625	
BTN2A2	1	ENSMUSG00000053216	
C11orf16	1	ENSMUSG00000031022	
ABHD18	1	ENSMUSG00000037818	
BTBD7	1	ENSMUSG00000041702	
BTBD6	1	ENSMUSG00000002803	
GCSAM	1	ENSMUSG00000022659	
BTBD9	1	ENSMUSG00000062202	
ZZEF1	1	ENSMUSG00000055670	
ABHD15	1	ENSMUSG00000000686	
ITGA10	1	ENSMUSG00000090210	
ITGA11	1	ENSMUSG00000032243	
NACAD	1	ENSMUSG00000041073	
SRXN1	1	ENSMUSG00000032802	
DUSP19	1	ENSMUSG00000027001	
BRK1	1	ENSMUSG00000033940	
DUSP18	1	ENSMUSG00000047205	
DUSP15	1	ENSMUSG00000042662	
MAIP1	1	ENSMUSG00000025971	
DUSP16	1	ENSMUSG00000030203	
DUSP13	1	ENSMUSG00000021768	
DUSP14	1	ENSMUSG00000018648	
DUSP11	1	ENSMUSG00000030002	
DUSP12	1	ENSMUSG00000026659	
DUSP10	1	ENSMUSG00000039384	
EFHD2	1	ENSMUSG00000040659	
EFHD1	1	ENSMUSG00000026255	
C4orf36	1	ENSMUSG00000029320	
C4orf33	1	ENSMUSG00000025766	
REXO1	1	ENSMUSG00000047417	
DTX3L	1	ENSMUSG00000049502	
COL25A1	1	ENSMUSG00000058897	
DUSP28	1	ENSMUSG00000047067	
DUSP29	1	ENSMUSG00000063821	
REXO2	1	ENSMUSG00000032026	
DUSP26	1	ENSMUSG00000039661	
REXO4	1	ENSMUSG00000052406	
REXO5	1	ENSMUSG00000030924	
DUSP22	1	ENSMUSG00000069255	
POM121L2	1	ENSMUSG00000016982	
DUSP23	1	ENSMUSG00000026544	
DALRD3	1	ENSMUSG00000019039	
ZNF788P	2	ENSMUSG00000078889:ENSMUSG00000080717	
RP2	1	ENSMUSG00000060090	
NUMB	1	ENSMUSG00000021224	
EFHC1	1	ENSMUSG00000041809	
C4orf48	1	ENSMUSG00000070858	
RP9	1	ENSMUSG00000032239	
C4orf47	1	ENSMUSG00000071103	
C4orf46	1	ENSMUSG00000027811	
C4orf45	1	ENSMUSG00000091685	
MRLN	1	ENSMUSG00000019933	
RPE	1	ENSMUSG00000026005	
AMBRA1	1	ENSMUSG00000040506	
MRM1	1	ENSMUSG00000018405	
MRM2	1	ENSMUSG00000029557	
MRM3	1	ENSMUSG00000038046	
DCAF15	1	ENSMUSG00000037103	
REPIN1	1	ENSMUSG00000052751	
CACNG6	1	ENSMUSG00000078815	
CACNG7	1	ENSMUSG00000069806	
DCAF17	1	ENSMUSG00000041966	
CACNG8	1	ENSMUSG00000053395	
C4orf19	1	ENSMUSG00000060512	
RSBN1L	1	ENSMUSG00000039968	
C4orf17	1	ENSMUSG00000012042	
DCAF10	1	ENSMUSG00000035572	
DCAF11	1	ENSMUSG00000022214	
DCAF12	1	ENSMUSG00000028436	
CACNG4	1	ENSMUSG00000020723	
DCAF13	1	ENSMUSG00000022300	
CACNG5	1	ENSMUSG00000040373	
DDHD2	1	ENSMUSG00000061313	
DDHD1	1	ENSMUSG00000037697	
KLF4	1	ENSMUSG00000003032	
OXR1	1	ENSMUSG00000022307	
KLF3	1	ENSMUSG00000029178	
KLF2	1	ENSMUSG00000055148	
SCART1	1	ENSMUSG00000025461	
KLF1	1	ENSMUSG00000054191	
KLF8	1	ENSMUSG00000041649	
KLF7	1	ENSMUSG00000025959	
KLF6	1	ENSMUSG00000000078	
KLF5	1	ENSMUSG00000005148	
IMPDH1	1	ENSMUSG00000003500	
IMPDH2	2	ENSMUSG00000071041:ENSMUSG00000062867	
KLF9	1	ENSMUSG00000033863	
RUNDC1	1	ENSMUSG00000035007	
MYORG	1	ENSMUSG00000046312	
OXTR	1	ENSMUSG00000049112	
DIXDC1	1	ENSMUSG00000032064	
RRH	1	ENSMUSG00000028012	
RS1	1	ENSMUSG00000031293	
VSIG1	1	ENSMUSG00000031430	
VSIG2	1	ENSMUSG00000001943	
MYOZ2	1	ENSMUSG00000028116	
VSIG8	1	ENSMUSG00000049598	
SP110	3	ENSMUSG00000070034:ENSMUSG00000082088:ENSMUSG00000079455	
OXSM	1	ENSMUSG00000021786	
BROX	1	ENSMUSG00000046836	
MUCL3	1	ENSMUSG00000073408	
PTOV1	1	ENSMUSG00000038502	
UTS2B	1	ENSMUSG00000056423	
ZNF663P	1	ENSMUSG00000056824	
XRN1	1	ENSMUSG00000032410	
XRN2	1	ENSMUSG00000027433	
TFAM	1	ENSMUSG00000003923	
TELO2	1	ENSMUSG00000024170	
CUTA	1	ENSMUSG00000024194	
SMIM3	1	ENSMUSG00000038059	
IGSF8	1	ENSMUSG00000038034	
IGSF5	1	ENSMUSG00000000159	
TBCEL	1	ENSMUSG00000037287	
SMIM5	1	ENSMUSG00000048442	
IGSF6	1	ENSMUSG00000035004	
SMIM4	1	ENSMUSG00000058351	
ANP32A	1	ENSMUSG00000032249	
KLK1	9	ENSMUSG00000038968:ENSMUSG00000063903:ENSMUSG00000044485:ENSMUSG00000063177:ENSMUSG00000066515:ENSMUSG00000066513:ENSMUSG00000066512:ENSMUSG00000063713:ENSMUSG00000066516	
IGSF3	1	ENSMUSG00000042035	
TEX264	1	ENSMUSG00000040813	
SP140	2	ENSMUSG00000070031:ENSMUSG00000052477	
SMIM1	1	ENSMUSG00000078350	
TEX261	1	ENSMUSG00000014748	
KLK2	1	ENSMUSG00000063089	
SMIM7	1	ENSMUSG00000044600	
KLK9	1	ENSMUSG00000047884	
KLK8	1	ENSMUSG00000064023	
SMIM6	1	ENSMUSG00000075420	
KLK7	1	ENSMUSG00000030713	
IGSF9	1	ENSMUSG00000037995	
SMIM8	1	ENSMUSG00000028295	
KLK6	1	ENSMUSG00000050063	
SCAP	1	ENSMUSG00000032485	
SCAI	1	ENSMUSG00000035236	
NUS1	1	ENSMUSG00000023068	
BCL11B	1	ENSMUSG00000048251	
BCL11A	1	ENSMUSG00000000861	
FAM169BP	1	ENSMUSG00000074071	
ANKEF1	1	ENSMUSG00000074771	
AKR1B10	3	ENSMUSG00000061758:ENSMUSG00000029762:ENSMUSG00000052131	
FLACC1	1	ENSMUSG00000047528	
ANP32E	1	ENSMUSG00000015749	
SPRTN	1	ENSMUSG00000031986	
TMCC3	1	ENSMUSG00000020023	
TMCC2	1	ENSMUSG00000042066	
ANP32B	1	ENSMUSG00000028333	
TMCC1	1	ENSMUSG00000030126	
CUTC	1	ENSMUSG00000025193	
MRS2	1	ENSMUSG00000021339	
HCCS	1	ENSMUSG00000031352	
PPCDC	1	ENSMUSG00000063849	
SERP2	1	ENSMUSG00000052584	
SERP1	1	ENSMUSG00000027808	
QARS1	1	ENSMUSG00000032604	
KIF13A	1	ENSMUSG00000021375	
FFAR4	1	ENSMUSG00000054200	
KIF13B	1	ENSMUSG00000060012	
FFAR3	1	ENSMUSG00000019429	
FFAR2	1	ENSMUSG00000051314	
FFAR1	1	ENSMUSG00000044453	
TSC22D4	1	ENSMUSG00000029723	
TSC22D1	1	ENSMUSG00000022010	
LRRIQ3	1	ENSMUSG00000028182	
TSC22D3	1	ENSMUSG00000031431	
TFE3	1	ENSMUSG00000000134	
LRRIQ1	1	ENSMUSG00000019892	
TSC22D2	1	ENSMUSG00000027806	
TFEB	1	ENSMUSG00000023990	
IZUMO1R	1	ENSMUSG00000031933	
DCSTAMP	1	ENSMUSG00000022303	
TFEC	1	ENSMUSG00000029553	
RBM12B	2	ENSMUSG00000046667:ENSMUSG00000052137	
TFF3	1	ENSMUSG00000024029	
TFF2	1	ENSMUSG00000024028	
MAPRE3	1	ENSMUSG00000029166	
MAPRE1	1	ENSMUSG00000027479	
MAPRE2	1	ENSMUSG00000024277	
MRRF	1	ENSMUSG00000026887	
PRIM2	1	ENSMUSG00000026134	
SP100	1	ENSMUSG00000026222	
PRIM1	1	ENSMUSG00000025395	
RASIP1	1	ENSMUSG00000044562	
SCEL	1	ENSMUSG00000022123	
CUX2	1	ENSMUSG00000042589	
CUX1	1	ENSMUSG00000029705	
RYK	1	ENSMUSG00000032547	
PUS7L	1	ENSMUSG00000033356	
LYVE1	1	ENSMUSG00000030787	
ETNPPL	1	ENSMUSG00000019232	
GALNT12	1	ENSMUSG00000039774	
GALNT11	1	ENSMUSG00000038072	
GALNT14	1	ENSMUSG00000024064	
GALNT13	1	ENSMUSG00000060988	
GALNT16	1	ENSMUSG00000021130	
GALNT15	1	ENSMUSG00000021903	
GALNT18	1	ENSMUSG00000038296	
GALNT17	1	ENSMUSG00000034040	
GALNT10	1	ENSMUSG00000020520	
EFTUD2	1	ENSMUSG00000020929	
SCGN	1	ENSMUSG00000021337	
CADPS2	1	ENSMUSG00000017978	
KRTAP13-2	1	ENSMUSG00000068078	
EPDR1	1	ENSMUSG00000002808	
PRSS57	1	ENSMUSG00000020323	
PRSS53	1	ENSMUSG00000044139	
SELENOO	1	ENSMUSG00000035757	
OXA1L	1	ENSMUSG00000000959	
SELENON	1	ENSMUSG00000050989	
SELENOM	1	ENSMUSG00000075702	
COL4A2	1	ENSMUSG00000031503	
SELENOS	1	ENSMUSG00000075701	
COL4A1	1	ENSMUSG00000031502	
KIF16B	1	ENSMUSG00000038844	
COL4A4	1	ENSMUSG00000067158	
SELENOP	1	ENSMUSG00000064373	
COL4A3	1	ENSMUSG00000079465	
SCG5	1	ENSMUSG00000023236	
COL4A6	1	ENSMUSG00000031273	
SELENOW	1	ENSMUSG00000041571	
COL4A5	1	ENSMUSG00000031274	
SCG3	1	ENSMUSG00000032181	
SELENOT	1	ENSMUSG00000075700	
SCG2	1	ENSMUSG00000050711	
SUCNR1	1	ENSMUSG00000027762	
USP53	1	ENSMUSG00000039701	
USP54	1	ENSMUSG00000034235	
C5AR2	1	ENSMUSG00000074361	
C5AR1	1	ENSMUSG00000049130	
COX7A2	1	ENSMUSG00000032330	
ADIPOR1	1	ENSMUSG00000026457	
ADIPOR2	1	ENSMUSG00000030168	
COX7A1	1	ENSMUSG00000074218	
PSORS1C2	1	ENSMUSG00000024409	
PCSK1N	1	ENSMUSG00000039278	
SCIN	1	ENSMUSG00000002565	
USP50	1	ENSMUSG00000027364	
LRRIQ4	1	ENSMUSG00000027703	
USP51	1	ENSMUSG00000067215	
DMAP1	1	ENSMUSG00000009640	
SMURF2	1	ENSMUSG00000018363	
WSCD1	1	ENSMUSG00000020811	
SMURF1	1	ENSMUSG00000038780	
WSCD2	1	ENSMUSG00000063430	
COX7B2	1	ENSMUSG00000049387	
NR4A2	1	ENSMUSG00000026826	
NR4A1	1	ENSMUSG00000023034	
KIF18A	1	ENSMUSG00000027115	
LIN28B	1	ENSMUSG00000063804	
NR4A3	1	ENSMUSG00000028341	
LIN28A	1	ENSMUSG00000050966	
KIF18B	1	ENSMUSG00000051378	
SYNDIG1L	1	ENSMUSG00000071234	
ATG16L2	1	ENSMUSG00000047767	
ATG16L1	1	ENSMUSG00000026289	
USP35	1	ENSMUSG00000035713	
USP36	1	ENSMUSG00000033909	
USP37	1	ENSMUSG00000033364	
USP38	1	ENSMUSG00000038250	
USP31	1	ENSMUSG00000063317	
USP32	1	ENSMUSG00000000804	
USP33	1	ENSMUSG00000025437	
USP34	1	ENSMUSG00000056342	
GTDC1	1	ENSMUSG00000036890	
USP39	1	ENSMUSG00000056305	
DTWD2	1	ENSMUSG00000024505	
GMPPB	1	ENSMUSG00000070284	
DTWD1	1	ENSMUSG00000023330	
GMPPA	1	ENSMUSG00000033021	
AOX1	1	ENSMUSG00000063558	
USP30	1	ENSMUSG00000029592	
USP46	1	ENSMUSG00000054814	
USP47	1	ENSMUSG00000059263	
USP48	1	ENSMUSG00000043411	
CAMK1D	1	ENSMUSG00000039145	
USP49	1	ENSMUSG00000090115	
USP42	1	ENSMUSG00000051306	
USP43	1	ENSMUSG00000020905	
USP45	1	ENSMUSG00000040455	
CKAP2	1	ENSMUSG00000037725	
ARAP2	1	ENSMUSG00000037999	
ARAP3	1	ENSMUSG00000024451	
ARAP1	1	ENSMUSG00000032812	
CKAP5	1	ENSMUSG00000040549	
CKAP4	1	ENSMUSG00000046841	
IFNG	1	ENSMUSG00000055170	
HKDC1	1	ENSMUSG00000020080	
IFNK	1	ENSMUSG00000042993	
SAG	1	ENSMUSG00000056055	
USP40	1	ENSMUSG00000005501	
CAMK1G	1	ENSMUSG00000016179	
MCPH1	1	ENSMUSG00000039842	
HCN4	1	ENSMUSG00000032338	
USP13	1	ENSMUSG00000056900	
CAMK2B	1	ENSMUSG00000057897	
HCN3	1	ENSMUSG00000028051	
USP14	1	ENSMUSG00000047879	
SLFN5	1	ENSMUSG00000054404	
USP15	1	ENSMUSG00000020124	
CAMK2D	1	ENSMUSG00000053819	
USP16	1	ENSMUSG00000025616	
USP10	1	ENSMUSG00000031826	
GMPR2	1	ENSMUSG00000002326	
USP11	1	ENSMUSG00000031066	
CAMK2A	1	ENSMUSG00000024617	
USP12	1	ENSMUSG00000029640	
SELENOF	1	ENSMUSG00000037072	
TFPI	1	ENSMUSG00000027082	
SELENOK	1	ENSMUSG00000042682	
USP18	1	ENSMUSG00000030107	
USP19	1	ENSMUSG00000006676	
SELENOI	1	ENSMUSG00000075703	
SELENOH	1	ENSMUSG00000076437	
TFPT	1	ENSMUSG00000006335	
CAMK2G	1	ENSMUSG00000021820	
TCFL5	1	ENSMUSG00000038932	
USP24	1	ENSMUSG00000028514	
USP25	1	ENSMUSG00000022867	
USP20	1	ENSMUSG00000026854	
USP21	1	ENSMUSG00000053483	
B3GAT3	1	ENSMUSG00000071649	
PCDHGC4	1	ENSMUSG00000023036	
B3GAT2	1	ENSMUSG00000026156	
USP22	1	ENSMUSG00000042506	
SPRY4	1	ENSMUSG00000024427	
CADPS	1	ENSMUSG00000054423	
HAGHL	1	ENSMUSG00000061046	
SCLT1	1	ENSMUSG00000059834	
USP28	1	ENSMUSG00000032267	
CRACDL	1	ENSMUSG00000026090	
NEURL4	1	ENSMUSG00000047284	
NEURL2	1	ENSMUSG00000039873	
SCD	4	ENSMUSG00000037071:ENSMUSG00000050195:ENSMUSG00000025202:ENSMUSG00000025203	
NEURL3	1	ENSMUSG00000047180	
NEURL1	1	ENSMUSG00000006435	
SPRY2	1	ENSMUSG00000022114	
SPRY1	1	ENSMUSG00000037211	
SCLY	1	ENSMUSG00000026307	
HCN2	1	ENSMUSG00000020331	
HCN1	1	ENSMUSG00000021730	
PGLYRP4	1	ENSMUSG00000042250	
SCOC	1	ENSMUSG00000063253	
PGLYRP2	1	ENSMUSG00000079563	
TFRC	1	ENSMUSG00000022797	
SCT	1	ENSMUSG00000038580	
SCX	1	ENSMUSG00000034161	
PTPDC1	1	ENSMUSG00000038042	
COMTD1	1	ENSMUSG00000021773	
CAPNS1	1	ENSMUSG00000001794	
SCP2	1	ENSMUSG00000028603	
CAPNS2	1	ENSMUSG00000078144	
EPSTI1	1	ENSMUSG00000022014	
PRKACA	1	ENSMUSG00000005469	
PGLYRP1	1	ENSMUSG00000030413	
PRKACB	1	ENSMUSG00000005034	
ZNF17	4	ENSMUSG00000090015:ENSMUSG00000066613:ENSMUSG00000078887:ENSMUSG00000078903	
ZNF18	1	ENSMUSG00000018347	
PRKAB2	1	ENSMUSG00000038205	
SDS	1	ENSMUSG00000029597	
UNC5A	1	ENSMUSG00000025876	
UNC5B	1	ENSMUSG00000020099	
SECISBP2	1	ENSMUSG00000035139	
RC3H1	1	ENSMUSG00000040423	
ZNF12	1	ENSMUSG00000029587	
BHLHA15	1	ENSMUSG00000052271	
UNC5D	1	ENSMUSG00000063626	
PRKAB1	1	ENSMUSG00000029513	
ZNF14	2	ENSMUSG00000074158:ENSMUSG00000069727	
RC3H2	1	ENSMUSG00000075376	
SIGIRR	1	ENSMUSG00000025494	
LARS2	1	ENSMUSG00000035202	
SCO1	1	ENSMUSG00000069844	
TFR2	1	ENSMUSG00000029716	
LARS1	1	ENSMUSG00000024493	
DDIT3	1	ENSMUSG00000025408	
DDIT4	1	ENSMUSG00000020108	
UNC50	1	ENSMUSG00000026111	
SF1	1	ENSMUSG00000024949	
ZNF28	8	ENSMUSG00000072763:ENSMUSG00000090641:ENSMUSG00000078868:ENSMUSG00000068130:ENSMUSG00000078866:ENSMUSG00000074733:ENSMUSG00000078902:ENSMUSG00000090093	
UNC119B	1	ENSMUSG00000046562	
SET	1	ENSMUSG00000054766	
AASDH	1	ENSMUSG00000055923	
NPRL2	1	ENSMUSG00000010057	
FAXDC2	1	ENSMUSG00000086962	
NPRL3	1	ENSMUSG00000020289	
ZNF20	5	ENSMUSG00000078881:ENSMUSG00000078880:ENSMUSG00000078886:ENSMUSG00000078897:ENSMUSG00000078899	
ZNF22	1	ENSMUSG00000059878	
ZNF23	1	ENSMUSG00000044676	
ZNF24	1	ENSMUSG00000051469	
ZNF25	1	ENSMUSG00000072623	
ADAMTS10	1	ENSMUSG00000024299	
ADAMTS16	1	ENSMUSG00000049538	
ADAMTS15	1	ENSMUSG00000033453	
ADAMTS14	1	ENSMUSG00000059901	
ADAMTS13	1	ENSMUSG00000014852	
LARP1	1	ENSMUSG00000037331	
ADAMTS19	1	ENSMUSG00000053441	
IGF2-AS	1	ENSMUSG00000086266	
ADAMTS18	1	ENSMUSG00000053399	
ADAMTS17	1	ENSMUSG00000058145	
SFN	1	ENSMUSG00000047281	
HCRT	1	ENSMUSG00000045471	
PRPF38B	1	ENSMUSG00000027881	
PRPF38A	1	ENSMUSG00000063800	
LARP7	2	ENSMUSG00000027968:ENSMUSG00000066107	
ZNF32	1	ENSMUSG00000059689	
LARP4	1	ENSMUSG00000023025	
L1CAM	1	ENSMUSG00000031391	
ZNF35	1	ENSMUSG00000057895	
LARP6	1	ENSMUSG00000034839	
MOV10	1	ENSMUSG00000002227	
PPFIBP1	1	ENSMUSG00000016487	
PPFIBP2	1	ENSMUSG00000036528	
FXYD4	1	ENSMUSG00000004988	
LAS1L	1	ENSMUSG00000057421	
FXYD3	1	ENSMUSG00000057092	
FXYD2	1	ENSMUSG00000059412	
FXYD1	1	ENSMUSG00000036570	
SFXN3	1	ENSMUSG00000025212	
FXYD7	1	ENSMUSG00000036578	
SFXN4	1	ENSMUSG00000063698	
SFXN1	1	ENSMUSG00000021474	
HYOU1	1	ENSMUSG00000032115	
FXYD6	1	ENSMUSG00000066705	
FXYD5	1	ENSMUSG00000009687	
SFXN2	1	ENSMUSG00000025036	
DZIP1	1	ENSMUSG00000042156	
SFXN5	1	ENSMUSG00000033720	
DZIP3	1	ENSMUSG00000064061	
MIR130B	1	ENSMUSG00000065572	
PRKAG1	1	ENSMUSG00000067713	
PRKAG2	1	ENSMUSG00000028944	
ZNF43	1	ENSMUSG00000055480	
ZNF45	1	ENSMUSG00000074282	
FRG2B	1	ENSMUSG00000087385	
SHB	1	ENSMUSG00000044813	
PRKAG3	1	ENSMUSG00000006542	
MMP21	1	ENSMUSG00000030981	
SHD	1	ENSMUSG00000039154	
ZNF48	1	ENSMUSG00000045598	
MMP20	1	ENSMUSG00000018620	
M1AP	1	ENSMUSG00000030041	
SHF	1	ENSMUSG00000033256	
SHE	1	ENSMUSG00000046280	
SHH	1	ENSMUSG00000002633	
MMP25	1	ENSMUSG00000023903	
MMP24	1	ENSMUSG00000027612	
MMP28	1	ENSMUSG00000020682	
APC2	1	ENSMUSG00000020135	
TOMM40L	1	ENSMUSG00000005674	
MMP10	1	ENSMUSG00000047562	
MMP12	1	ENSMUSG00000049723	
MMP11	1	ENSMUSG00000000901	
MMP14	1	ENSMUSG00000000957	
MMP13	1	ENSMUSG00000050578	
MMP16	1	ENSMUSG00000028226	
MMP15	1	ENSMUSG00000031790	
PTRH2	1	ENSMUSG00000072582	
MMP17	1	ENSMUSG00000029436	
RAPGEF1	1	ENSMUSG00000039844	
MMP19	1	ENSMUSG00000025355	
PTRH1	1	ENSMUSG00000053746	
RAPGEF2	1	ENSMUSG00000062232	
RAPGEF5	1	ENSMUSG00000041992	
CRYAB	1	ENSMUSG00000032060	
RAPGEF6	1	ENSMUSG00000037533	
HCST	1	ENSMUSG00000064109	
RAPGEF3	1	ENSMUSG00000022469	
RAPGEF4	1	ENSMUSG00000049044	
TRUB1	1	ENSMUSG00000025086	
TRUB2	1	ENSMUSG00000039826	
SZRD1	1	ENSMUSG00000040842	
CCM2L	1	ENSMUSG00000027474	
PLAGL1	1	ENSMUSG00000019817	
